Time,Start,Max,Min,End,Tot_trans,Mid,Difindex,Buyindex,Higeindex,PL
1537920000000,726509,727050,726000,726000,3.278,726525,-1,0,0,0
1537920060000,726011,726400,725440,725900,6.0275,725920,-1,0,0,0
1537920120000,725901,726204,725440,726204,1.2304,725822,0,-1,1,0
1537920180000,726002,726002,725570,725765,0.7527,725786,-1,-1,0,0
1537920240000,725766,725910,724771,725421,2.1939,725340,-1,-2,0,0
1537920300000,725423,725545,724771,724771,0.7125,725158,-1,-2,0,0
1537920360000,724772,725600,724000,725320,6.448,724800,0,-1,0,0
1537920420000,725010,725580,724121,725400,4.0078,724850,0,0,0,0
1537920480000,725205,725703,724417,725095,1.2706,725060,-1,-1,0,0
1537920540000,724606,725066,724000,724815,3.7394,724533,0,-1,0,0
1537920600000,724755,724805,723283,724308,3.84,724044,-1,-1,0,0
1537920660000,723597,724313,722100,723988,5.3011,723206,0,-1,0,0
1537920720000,723973,724522,722033,723914,4.3991,723277,-1,-1,0,0
1537920780000,724276,724697,722000,724000,5.1475,723348,-1,-2,0,0
1537920840000,723997,724041,723379,723980,1.9215,723710,-1,-2,0,0
1537920900000,723829,724473,722000,724473,3.543,723236,0,-1,1,0
1537920960000,724499,724723,724000,724090,1.2708,724361,-1,-1,0,0
1537921020000,724091,724201,722426,724095,1.8295,723313,0,-1,0,0
1537921080000,724090,724703,722385,724305,2.9103,723544,0,0,0,0
1537921140000,724310,724753,722385,724000,4.521,723569,-1,-1,0,0
1537921200000,724000,724753,722385,724006,6.0898,723569,0,-1,0,0
1537921260000,724399,724500,724014,724201,1.645,724257,-1,-1,0,0
1537921320000,724203,724500,724014,724390,2.2978,724257,0,-1,0,0
1537921380000,724390,725065,724205,724495,2.1806,724635,0,0,0,0
1537921440000,724280,724500,723960,724246,2.7536,724230,-1,-1,0,0
1537921500000,724010,724214,723904,723904,0.7965,724059,-1,-2,0,0
1537921560000,723904,724086,723327,724000,0.5628,723706,0,-1,0,0
1537921620000,723999,724000,723531,723549,0.7454,723765,-1,-1,0,0
1537921680000,723556,723995,723129,723297,0.7424,723562,-1,-2,0,0
1537921740000,723299,723700,723016,723183,1.47,723358,-1,-2,0,0
1537921800000,723392,723861,722831,722831,1.1985,723346,-1,-2,0,0
1537921860000,723215,723572,722800,722800,1.573,723186,-1,-2,0,0
1537921920000,722819,723721,722800,722996,1.2402,723260,0,-1,0,0
1537921980000,722816,723502,722816,723502,1.1133,723159,0,0,1,0
1537922040000,723346,724495,723346,723639,1.0549,723920,0,0,0,0
1537922100000,723644,724185,722998,723285,0.7689,723591,-1,-1,0,0
1537922160000,723539,724276,723130,723224,0.5932,723703,-1,-2,0,0
1537922220000,723442,723479,723213,723450,0.7525,723346,0,-1,0,0
1537922280000,723430,724380,723247,723774,1.5482,723813,0,0,0,0
1537922340000,723688,724000,723461,723981,1.7917,723730,0,0,1,0
1537922400000,723988,724282,723352,723977,0.8155,723817,-1,-1,0,0
1537922460000,723978,724495,723730,723965,2.5219,724112,-1,-2,0,0
1537922520000,723966,724351,723655,723667,0.4835,724003,-1,-2,0,0
1537922580000,723668,723904,723668,723897,0.3961,723786,0,-1,1,0
1537922640000,723686,723891,723388,723435,0.7155,723639,-1,-1,0,0
1537922700000,723440,723646,723317,723383,1.3457,723481,-1,-2,0,0
1537922760000,723383,723670,723200,723212,2.6442,723435,-1,-2,0,0
1537922820000,723202,723400,722752,723000,0.5783,723076,-1,-2,0,0
1537922880000,723000,723291,722724,723262,2.3626,723007,0,-1,1,0
1537922940000,722800,723258,722700,723063,1.0488,722979,0,0,0,0
1537923000000,722999,723000,722470,722470,2.444,722735,-1,-1,0,0
1537923060000,722455,722758,722234,722248,1.9889,722496,-1,-2,0,0
1537923120000,722248,722671,722248,722290,0.5905,722459,0,-1,0,0
1537923180000,722280,722649,721633,721820,3.7138,722141,-1,-1,0,0
1537923240000,721820,722649,721820,721900,1.0427,722234,0,-1,0,0
1537923300000,721900,723000,721855,722743,2.3663,722427,0,0,0,0
1537923360000,722742,722749,722257,722693,0.6308,722503,-1,-1,0,0
1537923420000,722684,723199,722322,722955,2.7505,722760,0,-1,0,0
1537923480000,722960,722965,722418,722850,2.6836,722691,-1,-1,0,0
1537923540000,722850,722907,722459,722825,0.7425,722683,-1,-2,0,0
1537923600000,722694,722825,722170,722452,1.4981,722497,-1,-2,0,0
1537923660000,722452,722620,722170,722196,0.6992,722395,-1,-2,0,0
1537923720000,722197,722627,722158,722623,0.5909,722392,0,-1,1,0
1537923780000,722435,722622,722278,722295,0.6769,722450,-1,-1,0,0
1537923840000,722295,722627,722289,722627,0.7548,722458,0,-1,1,0
1537923900000,722765,722850,722400,722447,0.4801,722625,-1,-1,0,0
1537923960000,722627,722802,722300,722801,1.3492,722551,0,-1,1,0
1537924020000,722461,722850,722454,722496,0.5318,722652,0,0,0,0
1537924080000,722508,722850,722310,722850,1.5847,722580,0,0,1,0
1537924140000,722840,722955,722733,722917,0.9417,722844,0,0,0,0
1537924200000,722774,723198,722760,722916,5.3985,722979,0,0,0,0
1537924260000,722926,723200,722811,723000,4.7051,723005,0,0,0,0
1537924320000,723000,723609,722829,723094,1.0952,723219,0,0,0,0
1537924380000,723365,723939,722950,722950,2.2759,723444,-1,-1,0,0
1537924440000,722955,724180,722585,722585,4.2535,723382,-1,-2,0,0
1537924500000,722529,722771,722021,722021,4.1324,722396,-1,-2,0,0
1537924560000,722022,722674,722022,722040,0.722,722348,0,-1,0,0
1537924620000,722040,724393,722010,722261,2.1693,723201,0,0,0,0
