Time,Start,Max,Min,End,Tot_trans
1544140800000,390031,391594,390000,391594,3.6268
1544140860000,390977,392000,390811,391500,7.9779
1544140920000,391500,392000,390300,390327,3.7719
1544140980000,390369,391000,390128,390128,3.4029
1544141040000,390211,391000,389000,389357,10.2661
1544141100000,389357,390025,388884,389500,6.8206
1544141160000,389153,389500,388479,388950,11.7824
1544141220000,388940,389500,388000,388901,4.4184
1544141280000,388880,388971,387942,387942,7.2326
1544141340000,388015,388664,387696,388149,10.6542
1544141400000,388000,388577,387439,387838,8.4318
1544141460000,387839,389500,387761,388220,12.5637
1544141520000,388255,402000,388000,393335,21.6282
1544141580000,394123,395325,390505,391085,25.1330
1544141640000,390506,392587,390506,391000,5.5342
1544141700000,391099,392576,391000,391000,2.8784
1544141760000,391000,391977,391000,391975,3.2758
1544141820000,391491,391976,391001,391800,4.9722
1544141880000,391790,391799,391004,391004,3.0769
1544141940000,391004,392769,391000,391017,15.8651
1544142000000,391000,391017,391000,391000,6.3945
1544142060000,391000,392900,391000,391775,3.4218
1544142120000,391472,392000,391461,391930,4.9603
1544142180000,391930,392140,391930,392134,3.9141
1544142240000,392040,393210,391950,392228,2.8967
1544142300000,392326,394000,392228,392833,2.9514
1544142360000,392816,392864,392228,392491,2.6186
1544142420000,392233,392550,391522,392001,6.8766
1544142480000,392018,392195,391100,391651,5.1596
1544142540000,391404,392000,391090,391090,3.5397
1544142600000,391090,392000,391000,391206,7.8261
1544142660000,391010,391200,388001,389335,18.8307
1544142720000,389335,389949,387761,387761,23.8959
1544142780000,387784,388700,387439,388000,18.6037
1544142840000,387774,388000,387086,387503,7.1207
1544142900000,387505,387998,387000,387965,3.4689
1544142960000,387845,387998,387247,387676,2.6096
1544143020000,387312,387998,387257,387998,1.9119
1544143080000,387998,387998,387326,387831,2.3228
1544143140000,387498,387832,387394,387832,1.4750
1544143200000,387585,388000,387000,387998,5.9759
1544143260000,387880,387998,387138,387231,2.1103
1544143320000,387305,387635,386000,386273,9.5720
1544143380000,386298,386606,385874,386002,7.4460
1544143440000,386062,386063,385000,385352,16.1207
1544143500000,385336,385819,385000,385489,6.8310
1544143560000,385489,386000,385000,385055,5.1563
1544143620000,385412,385431,382500,382500,8.0188
1544143680000,382500,384430,382113,383551,7.4529
1544143740000,383551,383999,382006,382006,2.9011
1544143800000,382000,383108,381748,381840,4.3011
1544143860000,381963,382717,381700,381900,3.0415
1544143920000,381900,382500,381177,381280,5.8180
1544143980000,381279,382500,380000,380455,9.3968
1544144040000,380161,381850,380000,380925,7.6076
1544144100000,380897,381304,380000,380000,13.0008
1544144160000,380000,380025,377500,377978,16.8782
1544144220000,377550,379998,377500,378494,6.6327
1544144280000,378494,379067,376552,376746,8.1084
1544144340000,376746,376746,375500,376393,19.7539
1544144400000,376392,376700,375658,375658,6.0373
1544144460000,375658,375715,374001,374599,7.6033
1544144520000,374465,378000,374061,378000,16.0390
1544144580000,378111,380474,378000,379610,15.8805
1544144640000,380202,383916,379804,382288,17.3981
1544144700000,382288,383000,379952,380271,5.9860
1544144760000,380012,383000,380012,382000,15.5492
1544144820000,382284,382884,381507,381507,4.5177
1544144880000,381507,381633,380101,380510,12.7535
1544144940000,380458,381500,379135,379695,19.6864
1544145000000,379695,380515,379146,379467,5.0995
1544145060000,379435,380000,379135,380000,4.7025
1544145120000,379999,381762,379999,380209,9.2372
1544145180000,380171,382248,380050,380449,4.9972
1544145240000,380234,380527,379205,379775,15.8571
1544145300000,379775,380131,378426,378483,4.5753
1544145360000,378832,378833,377000,377845,6.4983
1544145420000,377831,378489,377000,377787,5.4959
1544145480000,377751,378500,377751,377764,6.7082
1544145540000,377857,378239,377069,377575,5.3748
1544145600000,377485,377933,376877,377152,7.2293
1544145660000,377154,378500,377100,378500,5.9526
1544145720000,378005,379088,377856,379088,4.4217
1544145780000,379017,379536,378000,378000,3.6593
1544145840000,378020,378497,377612,377612,12.4653
1544145900000,377612,377631,376666,376766,8.8148
1544145960000,377242,377342,376150,376545,5.3294
1544146020000,376515,377342,376300,376647,3.9316
1544146080000,376335,376646,374998,376534,6.0725
1544146140000,375794,376295,375045,375920,4.0894
1544146200000,375929,378622,375652,378259,4.2196
1544146260000,378359,380000,377506,378390,8.1427
1544146320000,378001,378390,377053,377670,4.1750
1544146380000,377660,378045,377000,377731,7.7425
1544146440000,377658,377683,376416,376779,3.3413
1544146500000,376782,377527,376477,377433,5.7351
1544146560000,377092,378200,377092,378200,2.6211
1544146620000,378200,379352,378182,379352,8.2244
1544146680000,379345,379680,377986,378213,16.3638
1544146740000,378213,378888,377780,378888,8.4917
1544146800000,378010,378871,377352,377901,12.9641
1544146860000,377901,378324,377021,378324,8.3938
1544146920000,378281,378888,377024,377900,11.5007
1544146980000,377900,388058,377900,378509,13.7331
1544147040000,378407,379900,378024,378976,8.3176
1544147100000,378882,379900,378127,378811,4.2542
1544147160000,378930,381476,378037,378735,17.5105
1544147220000,378364,381399,377713,378023,5.6915
1544147280000,378013,381069,377769,378437,7.1872
1544147340000,378460,380764,377910,379090,8.4227
1544147400000,378914,380735,378355,380641,19.0388
1544147460000,380721,382000,379800,381402,17.7869
1544147520000,381117,381800,380077,381143,5.8453
1544147580000,380827,382000,380106,380195,12.2842
1544147640000,380194,380536,380000,380000,11.7124
1544147700000,379851,380026,379277,379969,2.0333
1544147760000,379919,380414,379382,380166,9.1432
1544147820000,380220,380451,379175,379544,4.6300
1544147880000,379539,379780,378755,378765,10.7995
1544147940000,378800,380600,378471,379040,8.2545
1544148000000,379033,379900,378785,379900,5.5753
1544148060000,379602,380389,379443,380389,3.5073
1544148120000,380005,380005,379440,379865,12.7691
1544148180000,379904,380389,379653,380075,3.9159
1544148240000,380064,380228,379719,380001,2.7381
1544148300000,380011,381399,379776,380006,4.5811
1544148360000,380000,381000,379719,381000,8.1688
1544148420000,381000,381246,380480,381246,0.7528
1544148480000,381246,381857,380669,381857,3.6254
1544148540000,381711,382000,380667,380667,11.2167
1544148600000,381207,382100,380670,380960,6.2286
1544148660000,380950,381600,380266,380561,5.1314
1544148720000,380551,380630,380000,380022,6.9983
1544148780000,380005,380325,379440,379440,5.3148
1544148840000,379456,380325,379010,379440,11.9648
1544148900000,379205,379206,378000,378706,4.0491
1544148960000,378696,379700,378300,378300,4.5257
1544149020000,378200,378426,377012,378114,5.6320
1544149080000,378069,378298,377389,377424,1.9452
1544149140000,377424,379436,377063,379324,2.8908
1544149200000,378647,379100,377990,378100,2.8655
1544149260000,378029,378133,377352,377352,2.0153
1544149320000,377888,379211,377511,379211,6.2829
1544149380000,379100,379238,378585,378974,2.5901
1544149440000,379085,379298,378454,379217,2.0359
1544149500000,379207,379622,378713,379622,4.6742
1544149560000,379506,379888,379459,379722,5.8997
1544149620000,379687,379949,379427,379436,2.4052
1544149680000,379279,379949,379000,379367,3.3909
1544149740000,379507,379850,379017,379206,2.3929
1544149800000,379015,379861,378228,378724,4.7860
1544149860000,378385,379000,377500,378995,7.5714
1544149920000,378708,379000,377891,379000,2.7556
1544149980000,378101,379949,377860,378317,10.0361
1544150040000,378500,379016,378068,378412,5.1865
1544150100000,378389,378700,377371,377550,5.8999
1544150160000,377550,377619,376962,377161,7.4162
1544150220000,377161,377728,376788,377728,1.4160
1544150280000,377728,378274,377545,377545,4.0073
1544150340000,377545,378000,376423,376553,7.2611
1544150400000,376610,377558,376610,377257,2.7818
1544150460000,377046,377786,376653,376653,3.2480
1544150520000,377055,377845,376793,376989,1.5554
1544150580000,376989,377397,376585,377154,5.3421
1544150640000,377176,377400,377006,377363,1.4235
1544150700000,377377,378000,376933,377847,7.3603
1544150760000,377605,378800,377574,378410,7.5379
1544150820000,378480,379000,377168,377686,3.3634
1544150880000,377998,377998,377000,377190,2.7060
1544150940000,377000,377193,376011,376207,8.1229
1544151000000,376194,377000,376125,376579,7.5159
