Time,Start,Max,Min,End,Tot_trans
1533859200000,727216,728857,727017,728750,4.1871
1533859260000,728760,729000,728068,728688,1.9116
1533859320000,728703,728723,728007,728007,2.1978
1533859380000,728249,729200,727336,729200,7.3835
1533859440000,727836,729193,727826,728184,0.2444
1533859500000,728316,728873,728306,728349,0.1745
1533859560000,728365,728743,728365,728520,0.1317
1533859620000,729012,729487,728533,729437,1.6027
1533859680000,729482,729500,728796,729371,3.2571
1533859740000,728887,729500,728390,729500,3.2078
1533859800000,729243,729900,728769,729849,1.4529
1533859860000,729854,729854,729222,729747,1.5433
1533859920000,729753,730236,729747,729968,1.1177
1533859980000,730003,730771,729999,730771,2.1841
1533860040000,730771,730988,730473,730473,5.1302
1533860100000,730484,731467,730484,731299,0.1443
1533860160000,731304,732000,731000,732000,2.1262
1533860220000,731989,731995,731007,731441,1.2830
1533860280000,731110,731299,730900,731100,2.0809
1533860340000,731101,731289,730560,731000,1.2144
1533860400000,731000,731293,730526,731011,2.2525
1533860460000,731021,731022,730001,730001,1.7344
1533860520000,730268,730287,729370,729393,2.4497
1533860580000,729394,730941,729370,730338,1.7002
1533860640000,730348,730795,730022,730600,0.4483
1533860700000,730625,730800,730600,730800,0.4162
1533860760000,730631,730800,730201,730201,1.4264
1533860820000,730252,730252,729821,729821,0.4529
1533860880000,729831,730048,729805,730043,0.2290
1533860940000,729833,730185,729832,730015,0.6240
1533861000000,730021,730021,729395,729794,2.3736
1533861060000,729437,730181,729434,730114,0.8553
1533861120000,729575,730077,729570,729905,0.2423
1533861180000,729907,729929,729453,729929,0.3779
1533861240000,729784,729996,729030,729255,4.2011
1533861300000,729133,729794,728617,729401,4.5002
1533861360000,728983,729950,728484,729273,2.4460
1533861420000,729280,729677,729000,729368,1.9736
1533861480000,729013,729276,728987,729003,0.2985
1533861540000,729027,729312,728998,728998,0.4432
1533861600000,728998,729997,728575,729993,15.0004
1533861660000,729988,729997,728524,729366,2.8736
1533861720000,729367,729389,729000,729000,1.0839
1533861780000,729011,729300,729000,729300,1.2096
1533861840000,729016,729050,729000,729000,2.0842
1533861900000,729010,729455,729010,729410,3.9252
1533861960000,729410,729710,729285,729526,3.9787
1533862020000,729710,730835,729705,730835,2.1006
1533862080000,730704,731701,729802,731012,2.8583
1533862140000,731004,731299,730899,730899,1.3948
1533862200000,730492,731100,730410,730592,1.1028
1533862260000,730592,730899,730394,730690,1.8554
1533862320000,730689,730690,730389,730449,0.3726
1533862380000,730449,730585,730000,730000,0.8959
1533862440000,730070,732869,730000,732869,4.7866
1533862500000,733000,733500,730155,730305,3.8471
1533862560000,730238,730400,729833,730352,1.2450
1533862620000,730358,730384,730352,730379,0.4323
1533862680000,730389,730389,730352,730352,1.0913
1533862740000,730300,730349,729000,729504,3.8509
1533862800000,729820,730000,729505,729505,0.8167
1533862860000,729574,729605,729006,729502,0.4869
1533862920000,729501,729501,728501,728522,0.6513
1533862980000,729257,729265,728503,728717,0.4738
1533863040000,728507,728780,728274,728712,0.8935
1533863100000,728695,729142,728695,728721,0.1452
1533863160000,728731,729420,728343,728343,0.6185
1533863220000,728621,729000,728312,728817,1.0033
1533863280000,728339,733500,728334,730803,3.5402
1533863340000,730451,730451,729034,729051,1.4489
1533863400000,729044,729391,728850,728869,1.1969
1533863460000,728862,729240,728806,728893,0.5345
1533863520000,728893,729725,728828,728975,0.8221
1533863580000,728984,730276,728847,729659,1.5315
1533863640000,729677,730211,729671,729812,0.4134
1533863700000,729817,730312,729669,729695,0.1225
1533863760000,729669,730182,729538,730182,0.6079
1533863820000,729694,729950,729539,729849,0.8868
1533863880000,729931,730218,729687,729778,0.9883
1533863940000,729778,731660,729687,729884,1.6992
