Time,Start,Max,Min,End,Tot_trans
1533168000000,847814,847814,847499,847778,2.4834
1533168060000,847768,848373,847567,848337,0.4857
1533168120000,848337,848672,847765,848577,0.4583
1533168180000,848577,848577,847968,847968,0.3298
1533168240000,848038,849298,848038,848684,0.8014
1533168300000,848714,848938,847067,847360,2.0105
1533168360000,847310,848601,847066,847267,2.6476
1533168420000,847507,848928,847011,847011,0.5761
1533168480000,847232,848599,847231,847535,1.7233
1533168540000,847535,847644,847530,847550,1.1373
1533168600000,847550,847555,847550,847555,0.2684
1533168660000,847827,848421,847650,848421,0.8682
1533168720000,848420,848878,848140,848514,0.5280
1533168780000,848514,848995,848502,848503,0.9693
1533168840000,848808,849500,848798,849457,1.2757
1533168900000,849500,849742,848907,849076,1.7723
1533168960000,849076,849742,848504,848513,1.3513
1533169020000,848715,849742,848715,849695,1.0239
1533169080000,849690,851252,849264,849264,7.7936
1533169140000,849510,851160,849510,850997,2.0999
1533169200000,850997,853001,850996,852960,9.2590
1533169260000,852960,852960,851047,851854,3.2548
1533169320000,851675,852535,851392,851861,1.8136
1533169380000,851856,852960,851239,851554,0.5234
1533169440000,851278,852588,851000,851708,2.7141
1533169500000,851528,852006,851288,852005,3.9966
1533169560000,852005,852960,851147,851148,4.7377
1533169620000,851148,851345,850235,850843,1.9484
1533169680000,850391,852949,850006,850027,2.6850
1533169740000,850028,853800,850028,852239,2.5270
1533169800000,852239,854000,851526,852340,2.2869
1533169860000,852228,854000,852220,853869,3.2501
1533169920000,853019,854000,852742,852960,4.8182
1533169980000,852754,854000,852220,854000,3.3601
1533170040000,854000,854500,853454,853718,7.0289
1533170100000,853436,854340,853332,853354,2.8984
1533170160000,853359,858855,853359,857005,15.0420
1533170220000,857005,857005,850000,856905,8.3644
1533170280000,856905,859000,856900,858188,16.5261
1533170340000,858188,858188,853012,855213,7.9718
1533170400000,855213,859008,853950,853950,17.2558
1533170460000,853950,857673,853950,857599,11.5755
1533170520000,857599,858011,853900,854500,8.9123
1533170580000,854500,857673,853000,856499,11.8618
1533170640000,856499,857687,854000,855908,10.8053
1533170700000,855908,857000,854000,854000,11.1821
1533170760000,854000,857300,853500,854085,11.4483
1533170820000,854000,855600,854000,854522,3.6483
1533170880000,854522,854654,853500,853985,1.0233
1533170940000,853970,853985,853192,853192,2.9958
1533171000000,853192,854648,853000,853832,1.7872
1533171060000,853862,854900,853319,854788,4.4405
1533171120000,854788,854788,853917,854500,0.3847
1533171180000,854484,854500,853917,854395,0.1909
1533171240000,854390,855500,854390,854818,1.6424
1533171300000,854947,855439,854817,855439,2.1911
1533171360000,855388,856403,855103,855112,2.6343
1533171420000,855182,855499,855182,855499,0.9047
1533171480000,855499,855999,854060,854880,1.9632
1533171540000,854798,856489,854797,855541,2.0071
1533171600000,855657,857244,855000,857244,7.3479
1533171660000,857244,857368,856304,856996,7.4707
1533171720000,856711,856999,856285,856962,3.5083
1533171780000,856365,858499,856200,858000,9.3112
1533171840000,857990,858499,856702,857307,4.4996
1533171900000,857302,858127,856200,856935,4.3126
1533171960000,856834,857298,856600,857298,1.1835
1533172020000,857165,858097,857164,857619,1.8445
1533172080000,857695,858100,857563,857822,4.1803
1533172140000,857700,858100,857500,857500,5.9571
1533172200000,857507,857970,857000,857003,3.1250
1533172260000,857190,857190,856488,856711,3.8211
1533172320000,856712,856713,856000,856007,0.8955
1533172380000,856008,856377,855609,856028,3.2978
1533172440000,856028,856104,855038,855946,0.7863
1533172500000,855530,855531,853166,855191,4.2315
1533172560000,855245,855245,853590,854278,3.0243
1533172620000,854278,855601,854233,855075,2.8534
1533172680000,855225,855500,855087,855087,1.4835
1533172740000,855082,855500,854330,854332,1.2763
1533172800000,854340,854706,854330,854706,1.9638
1533172860000,854697,855500,854500,855025,3.3508
1533172920000,855490,856000,855000,855050,1.9131
1533172980000,855334,855495,854355,855495,0.7245
1533173040000,855206,855206,854400,855019,1.9508
1533173100000,854591,855258,854498,854812,2.3390
1533173160000,854613,854613,853770,854158,3.3610
1533173220000,854159,854200,853010,853010,2.3130
1533173280000,853005,853800,851500,852000,9.5428
1533173340000,852000,852000,851294,851995,1.9945
1533173400000,851999,853271,851159,851208,3.1245
1533173460000,851203,852800,850000,850816,7.0608
1533173520000,851000,851636,850836,851074,0.9074
1533173580000,851075,851637,850913,851637,3.2819
1533173640000,851637,853500,851633,851904,3.9042
1533173700000,851904,852550,851411,852500,3.0276
1533173760000,852261,852800,851708,852214,1.7278
1533173820000,851925,852264,851448,852196,1.3798
1533173880000,851690,852206,851433,851443,1.0959
1533173940000,851987,852206,851705,851705,1.7378
1533174000000,852131,852299,852020,852212,1.0262
1533174060000,852278,852500,851434,852500,0.8756
